"FID_","id","mesh","緯度","経度","３次_メッシュ_コード","３次メッシュコード略号","調査_地点名","調査_年月日","天_候","方位","傾斜","面積_（ｍ×ｍ）","備考","年の位置情報も提出する地点とその状況"
,"R03-H1","53407003",35.927570,140.035150,53407003.000000,"龍ヶ崎03","R03-H1",2007/08/12 0:00:00,"晴","－","0","1×1","",""
,"R03-H2","53407003",35.927620,140.035750,53407003.000000,"龍ヶ崎03","R03-H2",2007/08/12 0:00:00,"晴","－","0","1×1","",""
,"R03-H3","53407003",35.927630,140.034900,53407003.000000,"龍ヶ崎03","R03-H3",2007/08/12 0:00:00,"晴","－","0","1×1","",""
,"R03-G1","53407003",35.927830,140.044230,53407003.000000,"龍ヶ崎03","R03-G1",2007/08/12 0:00:00,"晴","－","0","1×1","",""
,"R03-G2","53407003",35.927960,140.043740,53407003.000000,"龍ヶ崎03","R03-G2",2007/08/12 0:00:00,"晴","－","0","0.5×2","",""
,"R03-H4","53407003",35.928140,140.043710,53407003.000000,"龍ヶ崎03","R03-H4",2007/08/12 0:00:00,"晴","－","0","1×1","",""
,"R03-H5","53407003",35.921870,140.046540,53407003.000000,"龍ヶ崎03","R03-H5",2007/08/12 0:00:00,"晴","－","0","1×1","",""
,"R03-H6","53407003",35.921130,140.037250,53407003.000000,"龍ヶ崎03","R03-H6",2007/08/12 0:00:00,"晴","－","0","1×1","",""
,"R03-G3","53407003",35.920810,140.038400,53407003.000000,"龍ヶ崎03","R03-G3",2007/08/12 0:00:00,"晴","－","0","1×1","06年の畑地調査地点に近いが、別の筆。",""
,"R03-H7","53407003",35.921620,140.036990,53407003.000000,"龍ヶ崎03","R03-H7",2007/08/12 0:00:00,"晴","－","0","1×1","",""
,"N81-A5","53396781",35.904690,139.886880,53396781.000000,"野田81","N81-A5",2007/08/17 0:00:00,"晴","－","－","0.5×2","除草剤の影響があり、枯れが目立つ",""
,"N81-A4","53396781",35.904930,139.886840,53396781.000000,"野田81","N81-A4",2007/08/17 0:00:00,"晴","－","－","0.5×2","除草剤の影響があり、枯れが目立つ",""
,"N81-A3","53396781",35.905210,139.886810,53396781.000000,"野田81","N81-A3",2007/08/17 0:00:00,"晴","－","－","0.5×2","",""
,"N81-A2","53396781",35.905600,139.886760,53396781.000000,"野田81","N81-A2",2007/08/17 0:00:00,"晴","－","－","0.5×2","",""
,"N81-A1","53396781",35.906270,139.886660,53396781.000000,"野田81","N81-A1",2007/08/17 0:00:00,"晴","－","－","0.5×2","刈り払いされている",""
,"N81-18","53396781",35.906770,139.886050,53396781.000000,"野田81","N81-18",2007/08/17 0:00:00,"晴","－","－","1×1","復田した。",""
,"N81-17","53396781",35.906880,139.885930,53396781.000000,"野田81","N81-17",2007/08/17 0:00:00,"晴","－","－","1×1","復田した。",""
,"N81-16","53396781",35.907110,139.885950,53396781.000000,"野田81","N81-16",2007/08/17 0:00:00,"晴","－","－","1×1","",""
,"N81-07","53396781",35.907530,139.890930,53396781.000000,"野田81","N81-07",2007/08/18 0:00:00,"曇","－","－","1×1","盛土された裸地。無植生。7～9周辺の写真：3420～3425",""
,"N81-08","53396781",35.907420,139.891020,53396781.000000,"野田81","N81-08",2007/08/18 0:00:00,"曇","－","－","1×1","盛土された裸地。無植生。",""
,"N81-09","53396781",35.907540,139.891170,53396781.000000,"野田81","N81-09",2007/08/18 0:00:00,"曇","－","－","1×1","盛土された裸地。無植生。",""
,"N81-04","53396781",35.907080,139.891500,53396781.000000,"野田81","N81-04",2007/08/18 0:00:00,"曇","－","－","1×1","盛土により乾燥した草地となっている。",""
,"N81-05","53396781",35.906940,139.891470,53396781.000000,"野田81","N81-05",2007/08/18 0:00:00,"曇","－","－","1×1","",""
,"N81-06","53396781",35.906870,139.891500,53396781.000000,"野田81","N81-06",2007/08/18 0:00:00,"曇","－","－","1×1","盛土のすぐわき。",""
,"N81-02","53396781",35.906570,139.891300,53396781.000000,"野田81","N81-02",2007/08/18 0:00:00,"曇","－","－","1×1","",""
,"N81-01","53396781",35.906390,139.891320,53396781.000000,"野田81","N81-01",2007/08/18 0:00:00,"曇","－","－","1×1","",""
,"N81-03","53396781",35.906190,139.891440,53396781.000000,"野田81","N81-03",2007/08/18 0:00:00,"曇","－","－","1×1","盛土された裸地。無植生。",""
,"N81-10","53396781",35.903440,139.892660,53396781.000000,"野田81","N81-10",2007/08/18 0:00:00,"曇","－","－","1×1","",""
,"N81-11","53396781",35.903610,139.892670,53396781.000000,"野田81","N81-11",2007/08/18 0:00:00,"曇","－","－","1×1","",""
,"N81-12","53396781",35.903760,139.892590,53396781.000000,"野田81","N81-12",2007/08/18 0:00:00,"曇","－","－","1×1","",""
,"N81-15","53396781",35.904860,139.892430,53396781.000000,"野田81","N81-15",2007/08/18 0:00:00,"曇","－","－","1×1","復田した。",""
,"N81-14","53396781",35.904960,139.892300,53396781.000000,"野田81","N81-14",2007/08/18 0:00:00,"曇","S","35","1×1","盛土斜面。",""
,"N81-13","53396781",35.905060,139.892320,53396781.000000,"野田81","N81-13",2007/08/18 0:00:00,"曇","－","－","1×1","盛土に成立したヨシ群落。",""
,"N81-G1","53396781",35.904480,139.895840,53396781.000000,"野田81","N81-G1",2007/08/18 0:00:00,"曇","－","－","1×1","",""
,"N81-H2","53396781",35.908960,139.894900,53396781.000000,"野田81","N81-H2",2007/08/18 0:00:00,"曇","－","－","1×1","造成地？",""
,"N81-H1","53396781",35.908640,139.895470,53396781.000000,"野田81","N81-H1",2007/08/18 0:00:00,"曇","－","－","1×1","",""
,"N81-G2","53396781",35.909560,139.895900,53396781.000000,"野田81","N81-G2",2007/08/18 0:00:00,"曇","－","－","1×1","",""
,"N81-G3","53396781",35.909560,139.896100,53396781.000000,"野田81","N81-G3",2007/08/18 0:00:00,"曇","－","－","1×1","",""
,"N81-H3","53396781",35.910790,139.894940,53396781.000000,"野田81","N81-H3",2007/08/18 0:00:00,"曇","－","－","1×1","現役畑の中の利用されていない箇所と思われる。",""
,"N81-G4","53396781",35.910850,139.894280,53396781.000000,"野田81","N81-G4",2007/08/18 0:00:00,"曇","－","－","0.5×2","",""
,"N81-G5","53396781",35.910790,139.894210,53396781.000000,"野田81","N81-G5",2007/08/18 0:00:00,"曇","－","－","0.5×2","",""
,"N81-G6","53396781",35.906140,139.894620,53396781.000000,"野田81","N81-G6",2007/08/18 0:00:00,"曇","－","－","1×1","",""
,"N81-G7","53396781",35.906200,139.894710,53396781.000000,"野田81","N81-G7",2007/08/18 0:00:00,"曇","－","－","0.5×2","",""
,"O53-09","53397553",35.966120,139.660310,53397553.000000,"大宮53","O53-09",2007/08/19 0:00:00,"晴","－","0","1×1","復田した。",""
,"O53-10","53397553",35.966170,139.660170,53397553.000000,"大宮53","O53-10",2007/08/19 0:00:00,"晴","－","0","1×1","復田した。",""
,"O53-18","53397553",35.965110,139.659810,53397553.000000,"大宮53","O53-18",2007/08/12 0:00:00,"晴","－","0","1×1","復田した。",""
,"O53-11","53397553",35.967340,139.659210,53397553.000000,"大宮53","O53-11",2007/08/19 0:00:00,"晴","－","0","1×1","復田した。03年の調査写真を参考に地点を設定した。",""
,"O53-13","53397553",35.967780,139.659330,53397553.000000,"大宮53","O53-13",2007/08/12 0:00:00,"晴","－","0","1×1","",""
,"O53-14","53397553",35.967680,139.659220,53397553.000000,"大宮53","O53-14",2007/08/12 0:00:00,"晴","－","0","1×1","",""
,"O53-12","53397553",35.967580,139.659380,53397553.000000,"大宮53","O53-12",2007/08/12 0:00:00,"晴","－","0","1×1","",""
,"O53-04","53397553",35.967080,139.659220,53397553.000000,"大宮53","O53-04",2007/08/12 0:00:00,"晴","－","0","1×1","",""
,"O53-05","53397553",35.966980,139.659320,53397553.000000,"大宮53","O53-05",2007/08/12 0:00:00,"晴","－","0","1×1","03年調査結果の種組成を参考に地点を設定した。",""
,"O53-06","53397553",35.967000,139.659480,53397553.000000,"大宮53","O53-06",2007/08/12 0:00:00,"晴","－","0","1×1","",""
,"O53-15","53397553",35.966870,139.659300,53397553.000000,"大宮53","O53-15",2007/08/12 0:00:00,"晴","－","0","1×1","",""
,"O53-16","53397553",35.966800,139.659430,53397553.000000,"大宮53","O53-16",2007/08/12 0:00:00,"晴","－","0","1×1","",""
,"O53-17","53397553",35.966430,139.659800,53397553.000000,"大宮53","O53-17",2007/08/12 0:00:00,"晴","－","0","1×1","",""
,"O53-01","53397553",35.966670,139.659980,53397553.000000,"大宮53","O53-01",2007/08/12 0:00:00,"晴","－","0","1×1","",""
,"O53-02","53397553",35.966570,139.660170,53397553.000000,"大宮53","O53-02",2007/08/12 0:00:00,"晴","－","0","1×1","",""
,"O53-03","53397553",35.966670,139.660280,53397553.000000,"大宮53","O53-03",2007/08/12 0:00:00,"晴","－","0","1×1","",""
,"O53-07","53397553",35.965470,139.660030,53397553.000000,"大宮53","O53-07",2007/08/12 0:00:00,"晴","－","0","1×1","",""
,"O53-08","53397553",35.964920,139.660100,53397553.000000,"大宮53","O53-08",2007/08/12 0:00:00,"晴","－","0","1×1","",""
,"O53-J1","53397553",35.968350,139.659460,53397553.000000,"大宮53","O53-J1",2007/08/13 0:00:00,"曇","S45W","16","10×10","GPS地点がずれているので、03年の調査写真を参考に地点を設定した。",""
,"O53-H1","53397553",35.967880,139.659720,53397553.000000,"大宮53","O53-H1",2007/08/13 0:00:00,"晴","－","0","1×1","",""
,"O53-J2","53397553",35.964560,139.666110,53397553.000000,"大宮53","O53-J2",2007/08/13 0:00:00,"晴","－","0","10×10","",""
,"O53-H2","53397553",35.964450,139.666890,53397553.000000,"大宮53","O53-H2",2007/08/13 0:00:00,"晴","－","0","1×1","",""
,"O53-G1","53397553",35.964370,139.667210,53397553.000000,"大宮53","O53-G1",2007/08/13 0:00:00,"晴","－","0","0.5×2","",""
,"O53-G2","53397553",35.965010,139.667510,53397553.000000,"大宮53","O53-G2",2007/08/13 0:00:00,"晴","－","0","2×0.5","",""
,"O53-H3","53397553",35.964650,139.668060,53397553.000000,"大宮53","O53-H3",2007/08/13 0:00:00,"晴","－","0","1×1","",""
,"O53-H4","53397553",35.964500,139.668520,53397553.000000,"大宮53","O53-H4",2007/08/13 0:00:00,"晴","－","0","1×1","",""
,"O53-G3","53397553",35.966510,139.664910,53397553.000000,"大宮53","O53-G3",2007/08/13 0:00:00,"晴","－","0","1×1","",""
,"O53-H5","53397553",35.968790,139.661120,53397553.000000,"大宮53","O53-H5",2007/08/13 0:00:00,"晴","－","0","1×1","H5・H7は共にクズが優占種だが下層の出現種が異なるため別の植生として判断した。",""
,"O53-H6","53397553",35.969140,139.661550,53397553.000000,"大宮53","O53-H6",2007/08/13 0:00:00,"晴","－","0","1×1","",""
,"O53-H7","53397553",35.968700,139.661060,53397553.000000,"大宮53","O53-H7",2007/08/13 0:00:00,"晴","－","0","1×1","H5・H7は共にクズが優占種だが下層の出現種が異なるため別の植生として判断した。",""
,"O53-A5","53397553",35.963770,139.668130,53397553.000000,"大宮53","O53-A5",2007/08/13 0:00:00,"晴","－","0","0.3×3.3","",""
,"O53-A4","53397553",35.963620,139.667320,53397553.000000,"大宮53","O53-A4",2007/08/13 0:00:00,"晴","－","0","0.25×4","",""
,"O53-A3","53397553",35.963680,139.666930,53397553.000000,"大宮53","O53-A3",2007/08/13 0:00:00,"晴","－","0","0.3×3.3","",""
,"O53-A2","53397553",35.963570,139.666500,53397553.000000,"大宮53","O53-A2",2007/08/13 0:00:00,"晴","－","0","－","畦畔にビニ－ルが被せられていた。",""
,"O53-A1","53397553",35.963550,139.666100,53397553.000000,"大宮53","O53-A1",2007/08/13 0:00:00,"曇","－","0","0.3×3.3","",""
,"K35-16","54390435",36.024930,139.583360,54390435.000000,"鴻巣35","K35-16",2007/08/19 0:00:00,"晴","－","0","1×1","復田した。",""
,"K35-17","54390435",36.024920,139.583010,54390435.000000,"鴻巣35","K35-17",2007/08/19 0:00:00,"晴","－","0","1×1","復田した。",""
,"K35-18","54390435",36.024930,139.582790,54390435.000000,"鴻巣35","K35-18",2007/08/19 0:00:00,"晴","－","0","1×1","復田した。",""
,"K35-H1","54390435",36.028280,139.563670,54390435.000000,"鴻巣35","K35-H1",2007/08/14 0:00:00,"晴","－","0","1×1","",""
,"K35-H2","54390435",36.031410,139.563780,54390435.000000,"鴻巣35","K35-H2",2007/08/14 0:00:00,"晴","－","0","1×1","",""
,"K35-H3","54390435",36.031400,139.563630,54390435.000000,"鴻巣35","K35-H3",2007/08/14 0:00:00,"晴","－","0","1×1","",""
,"K35-H4","54390435",36.031680,139.563810,54390435.000000,"鴻巣35","K35-H4",2007/08/14 0:00:00,"晴","－","0","1×1","",""
,"K35-H5","54390435",36.031790,139.563830,54390435.000000,"鴻巣35","K35-H5",2007/08/14 0:00:00,"晴","－","0","1×1","",""
,"K35-H6","54390435",36.035120,139.571720,54390435.000000,"鴻巣35","K35-H6",2007/08/14 0:00:00,"晴","－","0","1×1","",""
,"K35-G1","54390435",36.034710,139.571110,54390435.000000,"鴻巣35","K35-G1",2007/08/14 0:00:00,"晴","－","0","1×1","",""
,"K35-G2","54390435",36.034370,139.571720,54390435.000000,"鴻巣35","K35-G2",2007/08/14 0:00:00,"晴","－","0","1×1","",""
,"K35-G3","54390435",36.033600,139.569850,54390435.000000,"鴻巣35","K35-G3",2007/08/14 0:00:00,"晴","－","0","1×1","",""
,"K35-H7","54390435",36.031920,139.559850,54390435.000000,"鴻巣35","K35-H7",2007/08/14 0:00:00,"晴","－","0","1×1","",""
,"K35-11","54390435",36.022880,139.581970,54390435.000000,"鴻巣35","K35-11",2007/08/15 0:00:00,"晴","－","0","1×1","GPS地点がずれている。",""
,"K35-12","54390435",36.022890,139.581830,54390435.000000,"鴻巣35","K35-12",2007/08/15 0:00:00,"晴","－","0","1×1","GPS地点がずれている。",""
,"K35-04","54390435",36.023140,139.582020,54390435.000000,"鴻巣35","K35-04",2007/08/15 0:00:00,"晴","－","0","1×1","GPS地点に従った。",""
,"K35-05","54390435",36.023160,139.582280,54390435.000000,"鴻巣35","K35-05",2007/08/15 0:00:00,"晴","－","0","1×1","GPS地点がずれている。",""
,"K35-10","54390435",36.022730,139.582490,54390435.000000,"鴻巣35","K35-10",2007/08/15 0:00:00,"晴","－","0","1×1","",""
,"K35-06","54390435",36.023070,139.582500,54390435.000000,"鴻巣35","K35-06",2007/08/15 0:00:00,"晴","－","0","1×1","GPS地点がずれている。",""
,"K35-07","54390435",36.023160,139.582720,54390435.000000,"鴻巣35","K35-07",2007/08/15 0:00:00,"晴","－","0","1×1","GPS地点がずれている。",""
,"K35-08","54390435",36.023130,139.583030,54390435.000000,"鴻巣35","K35-08",2007/08/15 0:00:00,"晴","－","0","1×1","",""
,"K35-09","54390435",36.023030,139.583290,54390435.000000,"鴻巣35","K35-09",2007/08/15 0:00:00,"晴","－","0","1×1","GPS地点がずれている。",""
,"K35-15","54390435",36.024460,139.583280,54390435.000000,"鴻巣35","K35-15",2007/08/15 0:00:00,"晴","－","0","1×1","GPS地点にずれがある。道路側が刈り払いされている。",""
,"K35-14","54390435",36.024540,139.583020,54390435.000000,"鴻巣35","K35-14",2007/08/15 0:00:00,"晴","－","0","1×1","GPS地点がずれている。",""
,"K35-13","54390435",36.024500,139.582910,54390435.000000,"鴻巣35","K35-13",2007/08/15 0:00:00,"晴","－","0","1×1","GPS地点がずれている。現状を参考に図面からずらして地点を設定した。実際は復田か。",""
,"K35-03","54390435",36.023970,139.582000,54390435.000000,"鴻巣35","K35-03",2007/08/15 0:00:00,"晴","－","0","1×1","",""
,"K35-02","54390435",36.023970,139.582150,54390435.000000,"鴻巣35","K35-02",2007/08/15 0:00:00,"晴","－","0","1×1","GPS地点がずれている。",""
,"K35-01","54390435",36.023970,139.582520,54390435.000000,"鴻巣35","K35-01",2007/08/15 0:00:00,"晴","－","0","1×1","GPS地点がずれている。",""
,"K35-A5","54390435",36.035080,139.570480,54390435.000000,"鴻巣35","K35-A5",2007/08/15 0:00:00,"晴","－","0","0.4×2.5","GPS地点がずれており、位置も微妙にずれている。",""
,"K35-A4","54390435",36.034370,139.571050,54390435.000000,"鴻巣35","K35-A4",2007/08/15 0:00:00,"晴","－","0","0.3×3.3","GPS地点がずれている。",""
,"K35-A1","54390435",36.033230,139.571740,54390435.000000,"鴻巣35","K35-A1",2007/08/15 0:00:00,"晴","－","0","0.4×2.5","GPS地点にずれがある。0.1mに刈り払いされている。",""
,"K35-A2","54390435",36.033380,139.571670,54390435.000000,"鴻巣35","K35-A2",2007/08/15 0:00:00,"晴","－","0","0.3×3.3","GPS地点がずれており位置がわからない。畦畔にビニールが被せられている。",""
,"K35-A3","54390435",36.033770,139.571400,54390435.000000,"鴻巣35","K35-A3",2007/08/15 0:00:00,"晴","－","0","0.4×2.5","GPS地点がずれている。除草剤の影響あり。",""
,"K12-07","54391512",36.101630,139.656520,54391512.000000,"鴻巣12","K12-07",2007/08/19 0:00:00,"晴","－","0","1×1","復田した。",""
,"K12-08","54391512",36.101790,139.656650,54391512.000000,"鴻巣12","K12-08",2007/08/19 0:00:00,"晴","－","0","1×1","復田した。",""
,"K12-09","54391512",36.101890,139.656720,54391512.000000,"鴻巣12","K12-09",2007/08/19 0:00:00,"晴","－","0","1×1","復田した。",""
,"K12-10","54391512",36.098340,139.649480,54391512.000000,"鴻巣12","K12-10",2007/08/13 0:00:00,"晴","－","0","1×1","図面を参考に地点を設定した。除草剤の影響あり。",""
,"K12-17","54391512",36.098270,139.649610,54391512.000000,"鴻巣12","K12-17",2007/08/13 0:00:00,"晴","－","0","1×1","図面を参考に地点を設定した。除草剤の影響あり。",""
,"K12-18","54391512",36.098240,139.649500,54391512.000000,"鴻巣12","K12-18",2007/08/13 0:00:00,"晴","－","0","1×1","GPS地点に従った。除草剤の影響あり。",""
,"K12-G1","54391512",36.097620,139.649080,54391512.000000,"鴻巣12","K12-G1",2007/08/13 0:00:00,"晴","－","0","0.5×2","",""
,"K12-H1","54391512",36.097370,139.649050,54391512.000000,"鴻巣12","K12-H1",2007/08/13 0:00:00,"晴","－","0","1×1","",""
,"K12-G2","54391512",36.097880,139.648460,54391512.000000,"鴻巣12","K12-G2",2007/08/13 0:00:00,"晴","－","0","0.5×2","",""
,"K12-G3","54391512",36.098020,139.648880,54391512.000000,"鴻巣12","K12-G3",2007/08/13 0:00:00,"晴","－","0","1×1","",""
,"K12-06","54391512",36.102130,139.656700,54391512.000000,"鴻巣12","K12-06",2007/08/14 0:00:00,"晴","－","0","1×1","GPS地点がずれているため、図面を参考に地点を設定した。",""
,"K12-05","54391512",36.102130,139.656830,54391512.000000,"鴻巣12","K12-05",2007/08/14 0:00:00,"晴","－","0","1×1","",""
,"K12-04","54391512",36.102200,139.656780,54391512.000000,"鴻巣12","K12-04",2007/08/14 0:00:00,"晴","－","0","1×1","",""
,"K12-15","54391512",36.101850,139.655840,54391512.000000,"鴻巣12","K12-15",2007/08/14 0:00:00,"晴","－","0","1×1","GPS地点がずれているので図面を参考に地点を設定した。客土されている。",""
,"K12-16","54391512",36.101900,139.655880,54391512.000000,"鴻巣12","K12-16",2007/08/14 0:00:00,"晴","－","0","1×1","GPS地点がずれているので図面を参考に地点を設定した。客土されている。",""
,"K12-14","54391512",36.101750,139.655770,54391512.000000,"鴻巣12","K12-14",2007/08/14 0:00:00,"晴","－","0","1×1","GPS地点がずれているので図面を参考に地点を設定した。客土されている。",""
,"K12-13","54391512",36.102050,139.655580,54391512.000000,"鴻巣12","K12-13",2007/08/14 0:00:00,"晴","－","0","1×1","現状を参考に位置をずらして地点を設定した。客土されている。",""
,"K12-12","54391512",36.102250,139.655480,54391512.000000,"鴻巣12","K12-12",2007/08/14 0:00:00,"晴","－","0","1×1","GPS地点がずれているので図面を参考に地点を設定した。客土されている。",""
,"K12-11","54391512",36.101980,139.655680,54391512.000000,"鴻巣12","K12-11",2007/08/14 0:00:00,"晴","－","0","1×1","GPS地点がずれているので図面を参考に地点を設定した。客土されている。",""
,"K12-03","54391512",36.103030,139.656390,54391512.000000,"鴻巣12","K12-03",2007/08/14 0:00:00,"晴","－","0","1×1","元ソバ畑。",""
,"K12-02","54391512",36.103200,139.656300,54391512.000000,"鴻巣12","K12-02",2007/08/14 0:00:00,"晴","－","0","1×1","",""
,"K12-01","54391512",36.103270,139.656120,54391512.000000,"鴻巣12","K12-01",2007/08/14 0:00:00,"晴","－","0","1×1","図面を参考に地点を設定した（図面どおり）。",""
,"K12-A1","54391512",36.103470,139.655140,54391512.000000,"鴻巣12","K12-A1",2007/08/14 0:00:00,"晴","－","0","0.4×2.5","図面上の位置がずれているので、03年の調査写真を参考に地点を設定した。",""
,"K12-A3","54391512",36.103000,139.654810,54391512.000000,"鴻巣12","K12-A3",2007/08/14 0:00:00,"晴","－","0","0.8×1.25","03年の調査写真とA1の位置よりを参考に地点を設定した。",""
,"K12-A2","54391512",36.103120,139.654900,54391512.000000,"鴻巣12","K12-A2",2007/08/14 0:00:00,"晴","－","0","0.3×3.3","",""
,"K12-A4","54391512",36.101550,139.653390,54391512.000000,"鴻巣12","K12-A4",2007/08/14 0:00:00,"晴","－","0","0.4×2.5","畦畔はビニールがかぶせてある。",""
,"K12-A5","54391512",36.101300,139.653050,54391512.000000,"鴻巣12","K12-A5",2007/08/14 0:00:00,"晴","－","0","0.3×3.3","03年のGPS地点がずれていた様で､畔がないので近くの畔で実施。",""
,"K12-H2","54391512",36.093670,139.645200,54391512.000000,"鴻巣12","K12-H2",2007/08/14 0:00:00,"晴","－","0","1×1","年1回耕起するが何も植えない。",""
,"K12-H3","54391512",36.093770,139.645400,54391512.000000,"鴻巣12","K12-H3",2007/08/14 0:00:00,"晴","－","0","1×1","年1回耕起するが何も植えない。",""
,"K12-H4","54391512",36.091460,139.652020,54391512.000000,"鴻巣12","K12-H4",2007/08/14 0:00:00,"晴","－","0","1×1","",""
,"K12-H5","54391512",36.097050,139.654050,54391512.000000,"鴻巣12","K12-H5",2007/08/14 0:00:00,"晴","－","0","1×1","",""
,"K12-H6","54391512",36.097100,139.653970,54391512.000000,"鴻巣12","K12-H6",2007/08/14 0:00:00,"晴","－","0","1×1","",""
,"K12-H7","54391512",36.097170,139.654080,54391512.000000,"鴻巣12","K12-H7",2007/08/14 0:00:00,"晴","－","0","1×1","",""
,"M24-09","54391624",36.115710,139.783280,54391624.000000,"水海道24","M24-09",2007/08/18 0:00:00,"雨","－","0","1×1","筆全体の写真：2072",""
,"M24-A3","54391624",36.115830,139.783450,54391624.000000,"水海道24","M24-A3",2007/08/18 0:00:00,"雨","－","0","0.33×3","植物の生育は見られなかった。",""
,"M24-14","54391624",36.115960,139.783390,54391624.000000,"水海道24","M24-14",2007/08/18 0:00:00,"雨","－","0","1×1","耕耘直後の畑で耕作面には入れなかったため、縁で調査を実施した。無植生。",""
,"M24-15","54391624",36.116100,139.783450,54391624.000000,"水海道24","M24-15",2007/08/18 0:00:00,"雨","－","0","1×1","耕耘直後の畑で耕作面には入れなかったため、縁で調査を実施した。無植生。",""
,"M24-A4","54391624",36.114980,139.783920,54391624.000000,"水海道24","M24-A4",2007/08/18 0:00:00,"曇","－","0","0.5×2","除草剤の影響あり。",""
,"M24-13","54391624",36.113550,139.781170,54391624.000000,"水海道24","M24-13",2007/08/18 0:00:00,"雨","－","0","1×1","",""
,"M24-01","54391624",36.113710,139.781010,54391624.000000,"水海道24","M24-01",2007/08/18 0:00:00,"雨","－","0","1×1","",""
,"M24-02","54391624",36.113720,139.781180,54391624.000000,"水海道24","M24-02",2007/08/18 0:00:00,"雨","－","0","1×1","",""
,"M24-17","54391624",36.113650,139.783810,54391624.000000,"水海道24","M24-17",2007/08/18 0:00:00,"雨","－","0","1×1","耕起されており耕作面には入れなかったため縁で行った。",""
,"M24-16","54391624",36.114010,139.783870,54391624.000000,"水海道24","M24-16",2007/08/18 0:00:00,"雨","－","0","1×1","耕耘直後の畑で耕作面には入れなかったため、縁で調査を実施した。無植生。",""
,"M24-10","54391624",36.114060,139.783820,54391624.000000,"水海道24","M24-10",2007/08/18 0:00:00,"雨","－","0","1×1","耕耘直後の畑で耕作面には入れなかったため、縁で調査を実施した。無植生。",""
,"M24-A5","54391624",36.113590,139.784670,54391624.000000,"水海道24","M24-A5",2007/08/18 0:00:00,"雨","－","0","0.5×2","",""
,"M24-18","54391624",36.113320,139.784640,54391624.000000,"水海道24","M24-18",2007/08/18 0:00:00,"雨","－","0","1×1","復田した。",""
,"M24-11","54391624",36.113310,139.784750,54391624.000000,"水海道24","M24-11",2007/08/18 0:00:00,"雨","－","0","1×1","復田した。",""
,"M24-12","54391624",36.113310,139.784860,54391624.000000,"水海道24","M24-12",2007/08/18 0:00:00,"雨","－","0","1×1","復田した。",""
,"M24-03","54391624",36.111800,139.783770,54391624.000000,"水海道24","M24-03",2007/08/18 0:00:00,"曇","－","0","1×1","",""
,"M24-04","54391624",36.112030,139.783820,54391624.000000,"水海道24","M24-04",2007/08/18 0:00:00,"曇","－","0","1×1","",""
,"M24-05","54391624",36.112290,139.783880,54391624.000000,"水海道24","M24-05",2007/08/18 0:00:00,"曇","－","0","1×1","",""
,"M24-06","54391624",36.112250,139.784440,54391624.000000,"水海道24","M24-06",2007/08/18 0:00:00,"曇","－","0","1×1","復田した。",""
,"M24-07","54391624",36.112280,139.784550,54391624.000000,"水海道24","M24-07",2007/08/18 0:00:00,"曇","－","0","1×1","復田した。",""
,"M24-08","54391624",36.112270,139.784670,54391624.000000,"水海道24","M24-08",2007/08/18 0:00:00,"曇","－","0","1×1","復田した。",""
,"M24-A1","54391624",36.112030,139.784340,54391624.000000,"水海道24","M24-A1",2007/08/18 0:00:00,"曇","－","0","0.33×3","",""
,"M24-A2","54391624",36.111660,139.784300,54391624.000000,"水海道24","M24-A2",2007/08/18 0:00:00,"曇","－","0","0.33×3","",""
,"M24-H1","54391624",36.109620,139.801240,54391624.000000,"水海道24","M24-H1",2007/08/18 0:00:00,"曇","－","0","1×1","",""
,"M24-G1","54391624",36.109390,139.801250,54391624.000000,"水海道24","M24-G1",2007/08/18 0:00:00,"曇","－","0","1×1","",""
,"M24-H2","54391624",36.110290,139.801920,54391624.000000,"水海道24","M24-H2",2007/08/18 0:00:00,"曇","－","0","1×1","",""
,"M24-H3","54391624",36.110560,139.801560,54391624.000000,"水海道24","M24-H3",2007/08/18 0:00:00,"曇","－","0","1×1","",""
,"M24-G2","54391624",36.110510,139.801560,54391624.000000,"水海道24","M24-G2",2007/08/18 0:00:00,"曇","－","0","0.5×2","",""
,"M24-H4","54391624",36.107810,139.802040,54391624.000000,"水海道24","M24-H4",2007/08/18 0:00:00,"曇","－","0","1×1","",""
,"M24-H5","54391624",36.105020,139.802260,54391624.000000,"水海道24","M24-H5",2007/08/18 0:00:00,"曇","－","0","1×1","",""
,"M24-H6","54391624",36.108060,139.806150,54391624.000000,"水海道24","M24-H6",2007/08/18 0:00:00,"曇","－","0","1×1","",""
,"M24-H7","54391624",36.105490,139.804210,54391624.000000,"水海道24","M24-H7",2007/08/18 0:00:00,"曇","－","0","1×1","",""
,"M24-G3","54391624",36.108270,139.801180,54391624.000000,"水海道24","M24-G3",2007/08/18 0:00:00,"曇","－","0","1×1","",""
,"K42-A5","54392542",36.204150,139.638020,54392542.000000,"古河42","K42-A5",2007/08/17 0:00:00,"曇","－","0","0.33×3","",""
,"K42-A2","54392542",36.204200,139.637490,54392542.000000,"古河42","K42-A2",2007/08/17 0:00:00,"曇","－","0","0.33×3","",""
,"K42-A4","54392542",36.204330,139.637440,54392542.000000,"古河42","K42-A4",2007/08/17 0:00:00,"曇","－","0","0.33×3","",""
,"K42-12","54392542",36.204330,139.637480,54392542.000000,"古河42","K42-12",2007/08/17 0:00:00,"曇","－","0","1×1","復田した。",""
